NIMBLE_CUNA_ID,Name,State,Assets,Members,Employees
10016248,School District 218 EFCU,IL,14785976,917,2
10010622,Arizona Copper FCU,AZ,14402667,2202,9
10014830,Oahu FCU,HI,53263201,3304,6
10016364,Tazewell County School ECU,IL,25324872,1050,5
10033235,Shipbuilders Credit Union,WI,120692194,10602,29
10026767,Advantis CU,OR,1924577270,87902,307
10004035,Civic FCU,NC,119292517,7678,0
10021040,Live Life FCU,MI,77313584,1027,13
10010861,Bourns EFCU,CA,64680135,5070,11
10033269,Enterprise Credit Union,WI,34539256,3345,9
,Totals (10 Credit Unions):,,2448871672,123097,391
