NIMBLE_CUNA_ID,Name,State,Old Manager,New Manager
10025450,River Valley CU,OH,John Bowen,Lee Spivey
10012790,Canvas Credit Union,CO,Todd Marksberry,Colleen Knoll
10029159,Sentinel Federal Credit Union,SD,Keith Robbennolt,Dorothy Voorhees
10013583,Navy FCU,VA,Mary McDuffie,Dietrich Kuhlmann
10013511,Congressional FCU,VA,Rod Boddie,Tricia Szurgot
10022608,Greater Nevada CU,NV,Danny Delarosa,Daniel Delarosa
10030152,Associated CU of Texas,TX,Jack Click,Clay Franks
10032736,Cloverbelt Credit Union,WI,Paul Chittum,Lisa Hieronimus
10013805,Members First CU of Florida,FL,Caryl Greene,Michele Williams
10029344,City Employees CU,TN,Larry Pressley,James Carroll
10013690,Alive CU,FL,Rose Gunter,Aaron Logue
10017625,Power Co-Op ECU,IA,Vicki Holden,Andrea Harms
10020827,Family First CU,MI,Janie Smith,Jane Smith
10021500,SMW Financial Credit Union,MN,Erin McNamara,Erin Mcnamara
10033357,WEA CU,WI,Cassandra Thom,Mark Schrimpf
10030783,Randolph-Brooks FCU,TX,Christopher O'Connor,Mark Sekula
10019944,Webster First FCU,MA,Michael Lussier,John Thomasian
10019170,Securityplus FCU,MD,Tricia Szurgot,Ray Ragan
10019747,PCT Federal Credit Union,MA,Keri McDevitt,Dan Picard
10027598,KGC FCU,PA,Lisa Renfrew,Stacey McCauley
10016682,Health Care Idaho CU,ID,Crystal Bissell,Fallon Eisenbarth
10030154,Alamo City CU,TX,Matthew Diaz,Melissa Valdez
10021455,Red Lake Co-Op FCU,MN,Lori Hagl,Sara Kenfield
