NIMBLE_CUNA_ID,Name,State,Assets,Members,Employees,SURVIVOR_ID,STATUS_CHG_DATE
10019874,Arrha Credit Union,MA,159519304,9850,33,10019648,2026-01-01
10022233,CommunityAmerica Credit Union | Do Not Use,KS,5443738279,380564,1051,10012388,2025-11-01
,Totals (2 Credit Unions):,,5603257583,390414,1084,,
