NIMBLE_CUNA_ID,Old Name,State,New Name
10013086,Hartford Firefighters FCU,CT,CT Firefighters FCU
10024045,1199 SEIU FCU,NY,I AM FCU
10020558,Limestone FCU,MI,Limestone Financial Credit Union
10026008,Best Reward CU,OH,Best Reward FCU
10026173,Ohio Catholic FCU,OH,OC Federal Credit Union
10028271,BHCU,PA,Propell Credit Union
10011871,Pacific Postal CU,CA,F3 Credit Union
10039500,L E O Credit Union Inc,OH,LEO Credit Union Inc
