State,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
Alabama,77,14,51,40,91,2715979,36138664521,2749300,36635534825,0.8461538462,0.9878801877,0.9864374764
Alaska,9,0,1,8,9,984399,14792094339,984399,14792094339,1,1,1
Arizona,33,1,16,18,34,1970195,30995924453,1976585,31046063664,0.9705882353,0.9967671514,0.9983850059
Arkansas,48,3,0,51,51,366485,4667200667,370222,4700986249,0.9411764706,0.9899060564,0.9928130864
California,218,35,112,141,253,13394373,284959877956,13895855,293893559233,0.8616600791,0.9639113966,0.9696023237
Colorado,57,10,35,32,67,2323703,41722476144,2347077,42052142868,0.8507462687,0.99004123,0.992160525
Connecticut,62,10,25,47,72,936033,14892683761,950884,15070728546,0.8611111111,0.9843819015,0.9881860532
Delaware,17,0,0,17,17,265571,3168391326,265571,3168391326,1,1,1
District Of Columbia,29,3,0,32,32,282050,10129810020,293796,10268627361,0.90625,0.9600198777,0.9864814122
Florida,111,2,65,48,113,7197897,112511938628,7471379,116195376286,0.982300885,0.9633960478,0.9682996194
Georgia,68,10,37,41,78,2238606,35203221247,2262408,35510466392,0.8717948718,0.9894793512,0.9913477581
Hawaii,46,0,0,46,46,871312,15384251214,871312,15384251214,1,1,1
Idaho,22,4,16,10,26,1262254,21041969845,1279941,21656995160,0.8461538462,0.9861813943,0.9716015398
Illinois,194,9,156,47,203,3995663,70509612743,4009647,70570813523,0.9556650246,0.9965124112,0.9991327749
Indiana,116,13,34,95,129,2773537,44282110900,2807502,44697515491,0.8992248062,0.9879020567,0.9907063159
Iowa,65,4,67,2,69,1674137,32895296045,1690364,33147839323,0.9420289855,0.9904002925,0.992381305
Kansas,59,5,45,19,64,776819,10395951122,785395,10489198158,0.921875,0.9890806537,0.9911101845
Kentucky,55,1,18,38,56,961359,14592514774,962096,14598099393,0.9821428571,0.9992339642,0.999617442
Louisiana,131,16,26,121,147,1330154,16997868690,1342099,17078482914,0.8911564626,0.9910997624,0.9952797784
Maine,47,0,12,35,47,742159,12018979048,742159,12018979048,1,1,1
Maryland,54,9,7,56,63,1999032,35943047778,2113002,37708044287,0.8571428571,0.9460625215,0.953193104
Massachusetts,115,14,49,80,129,3344669,52678659229,3439020,54266939827,0.8914728682,0.9725645678,0.9707320773
Michigan,178,6,119,65,184,5969778,105443525220,5998448,105900361805,0.9673913043,0.9952204304,0.995686166
Minnesota,81,4,59,26,85,2126792,40607191790,2145412,40946769583,0.9529411765,0.9913210143,0.9917068478
Mississippi,59,0,1,58,59,718324,7965239011,718324,7965239011,1,1,1
Missouri,90,5,84,11,95,1811830,23931690286,1819332,24037656652,0.9473684211,0.9958765085,0.9955916516
Montana,42,0,9,33,42,430611,7615512758,430611,7615512758,1,1,1
Nebraska,52,1,10,43,53,569709,6589815225,572230,6624319172,0.9811320755,0.9955944288,0.9947913218
Nevada,13,0,8,5,13,405338,8037230081,405338,8037230081,1,1,1
New Hampshire,12,1,8,5,13,814401,12454781032,815961,12468662105,0.9230769231,0.9980881439,0.9988867231
New Jersey,86,52,6,132,138,806851,13327154202,952862,15146293589,0.6231884058,0.8467658486,0.8798954096
New Mexico,37,3,18,22,40,1046395,18412622640,1109199,19161611060,0.925,0.9433789609,0.960912033
New York,238,45,12,271,283,6595054,119452973519,6850703,123369847353,0.8409893993,0.9626828079,0.9682509631
North Carolina,53,7,29,31,60,4915165,82696930849,5147097,86806152373,0.8833333333,0.9549392599,0.9526620935
North Dakota,27,2,16,13,29,214684,5452130719,215513,5461361629,0.9310344828,0.9961533643,0.9983097787
Ohio,177,31,95,113,208,3221626,46154641894,3280798,46869134697,0.8509615385,0.9819641441,0.9847555794
Oklahoma,50,4,10,44,54,1376035,19926635123,1445574,20829914786,0.9259259259,0.9518952333,0.9566354605
Oregon,48,2,19,31,50,2140158,34960927424,2166310,35523486578,0.96,0.9879278589,0.9841637404
Pennsylvania,241,59,38,262,300,4833914,75250380090,4925615,76495714400,0.8033333333,0.9813828324,0.9837202081
Rhode Island,13,2,8,7,15,484555,10298102401,487287,10337425896,0.8666666667,0.9943934478,0.9961960071
South Carolina,47,0,8,39,47,1706986,23149408222,1706986,23149408222,1,1,1
South Dakota,30,2,0,32,32,323571,5492493475,328095,5555438780,0.9375,0.9862113107,0.9886696069
Tennessee,121,9,72,58,130,2386591,40201242939,2602076,42324766789,0.9307692308,0.9171872766,0.9498278665
Texas,367,31,164,234,398,9803318,147939972052,10469465,157305263058,0.9221105528,0.9363723934,0.9404642234
Utah,53,3,24,32,56,3635087,55492983589,3876616,58554690013,0.9464285714,0.9376959183,0.9477120206
Vermont,15,1,11,5,16,427252,6714136932,430657,6791410370,0.9375,0.9920934758,0.9886218865
Virginia,88,11,21,78,99,19841251,261619188823,19855796,261731129399,0.8888888889,0.9992674683,0.999572307
Washington,74,2,48,28,76,4841792,88884587278,4864049,89203120032,0.9736842105,0.9954241826,0.9964291299
West Virginia,71,5,3,73,76,368219,4868494692,380181,4998710215,0.9342105263,0.9685360394,0.9739501757
Wisconsin,106,2,105,3,108,3881074,69192987736,3882601,69221699441,0.9814814815,0.9996067069,0.999585221
Wyoming,18,1,0,19,19,382150,5606190489,382441,5608012910,0.9473684211,0.9992390983,0.9996750327
Totals,4120,454,1777,2797,4574,138484897,2263661714941,141875590,2312991472184,0.9007433319,0.9761009417,0.9786727457
