ACL_9,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
< $50M,1795,327,649,1473,2122,3317642,32489892796,3705127,36055927388,0.8459000943,0.8954192393,0.901097133
$50M-$100M,589,42,241,390,631,3488590,42498753893,3717526,45535077040,0.9334389857,0.9384171086,0.9333190291
$100M-$200M,511,33,236,308,544,5515298,72991420552,5777974,77497349935,0.9393382353,0.9545383901,0.9418569875
$200M-$500M,510,22,236,296,532,11258821,164537938818,11626779,171536766139,0.9586466165,0.968352542,0.9591992581
$500M-$1B,271,9,144,136,280,12460562,196392782432,12910223,202070358794,0.9678571429,0.9651701601,0.9719029728
$1B-$2B,200,2,115,87,202,16671839,276668511212,16889236,280014567440,0.9900990099,0.9871280738,0.9880504209
$2B-$5B,163,5,96,72,168,29555926,506493266358,30604872,523113884524,0.9702380952,0.9657261759,0.9682275339
$5B-$10B,57,0,35,22,57,21041278,414431034338,21041278,414431034338,1,1,1
> $10B,21,0,10,11,21,36770403,578588217729,36770403,578588217729,1,1,1
Totals,4117,440,1762,2795,4557,140080359,2285091818128,143043418,2328843183327,0.9034452491,0.979285597,0.9812132627
