NIMBLE_CUNA_ID,Old Name,State,New Name
10024750,Fort Liberty FCU,NC,Fort Bragg FCU
10018066,Chemco FCU,KY,Old Kentucky Home FCU
10025752,Lake County Educational FCU,OH,Theory FCU
10018569,Monroe Telco FCU,LA,Sevenfold FCU
10016407,United Credit Union,IL,Vicinity Credit Union
10014525,Interstate Unlimited CU,GA,Interstate CU
10011998,Altura CU,CA,Altura FCU
10031515,UFirst Credit Union,UT,Canyon View CU
