ACL_9,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
< $50M,66,2036,642,1460,2102,173233,1751980593,3679975,35828064925,0.03139866794,0.04707450458,0.04889967116
$50M-$100M,78,548,238,388,626,481959,5931602731,3686656,45181193596,0.124600639,0.1307306676,0.1312847727
$100M-$200M,92,447,233,306,539,987871,13340921334,5709746,76665696286,0.1706864564,0.1730148767,0.1740142199
$200M-$500M,126,405,235,296,531,2801586,40172275383,11609591,171325442818,0.2372881356,0.2413165115,0.234479332
$500M-$1B,70,208,143,135,278,3362550,50364326956,12857124,201040536118,0.2517985612,0.2615320502,0.2505182682
$1B-$2B,76,125,115,86,201,6716924,107512743579,16815954,279002693872,0.3781094527,0.3994375817,0.3853466147
$2B-$5B,78,90,96,72,168,14840354,241437422560,30604872,523113884524,0.4642857143,0.4849016849,0.4615389301
$5B-$10B,36,21,35,22,57,13871495,272427835440,21041278,414431034338,0.6315789474,0.6592515436,0.6573538487
> $10B,14,7,10,11,21,30669688,469347888373,36770403,578588217729,0.6666666667,0.8340862623,0.811195033
Totals,636,3887,1747,2776,4523,73905660,1202286996949,142775599,2325176764206,0.1406146363,0.5176350897,0.517073375
