NIMBLE_CUNA_ID,Name,State,Old Manager,New Manager
10025801,NoteWorthy FCU,OH,Colleen Sherman,Kayle Gorenflo
10019046,Ferko Maryland FCU,MD,Jeffrey Perrell,Tracey Kent
10012881,Elevations CU,CO,Gerald Agnes,Michael Calcote
10018296,WBH EFCU,KY,Candy Dixon,Lacey Blythe
10015309,Decatur Policemen CU,IL,Brad Allen,Jason Danner
10015817,Maternity BVM CU,IL,Dawn Luhman,Monica Robertson
10012888,Foothills Credit Union,CO,Scott McNeil,Mallory Fischbach
10014170,Coastline FCU,FL,Michael Lebanowski,Jennifer Loftus
10031068,Tex Mex CU,TX,Cesar Cabello,Cesar Oldham
10029278,AUB ECU,TN,Myrl Vaughn,Nancy Perkins
10010915,Vision One CU,CA,Robert Schultz,Kenneth Ferreira
10026859,Oregonians CU,OR,Sam Launius,Bryce Mortensen
10029304,HealthNet FCU,TN,"Elizabeth Sharpe, CCUIP CCUE",Elizabeth Sharpe
10011386,Huntington Beach Credit Union,CA,Angela Clitherow,Aron Harrington
10022988,Bay Atlantic FCU,NJ,Gail Marino,Erik Young
10022853,Deepwater Industries FCU,NJ,Sutton Gant,Lauren Hogan
10011449,Jones Methodist Church CU,CA,Hilary Byrde,Jason Mertz-Prickett
10028996,Columbia Post Office CU,SC,Bubber Holston,C.J. Burriss
10025674,Holy Family Parma FCU,OH,Raymond Welling,Patrick Osysko
10026481,WT Community FCU,OH,Michele Sheriff,Ashley Parker
10022940,H & E Telephone FCU,NJ,Frank Kiernan,Joseph Kiernan
10011583,LA Electrical Workers CU,CA,Shawn McDonald,Shawn Mcdonald
10023249,Central Jersey Police & Fire FCU,NJ,Barbara Rios,Robert Diszler
10038162,Tulane-Loyola FCU,LA,Willie Hendricks,Cisco Smith
10030676,Old Ocean FCU,TX,Pam Bohac,Scott Tegeler
10021881,Highway Crossroads Credit Union,MO,Lindi Prindle,Amber Blissett Shephard
10038988,East End Baptist Tabernacle FCU,CT,Christine Taylor,Lisa Sheppard
10029891,Golden Triangle FCU,TX,Christa Hollier,James 'Keith' Short
10031431,Orem City EFCU,UT,Thomas Phelps,Leonel Castillo
10020159,Straits Area FCU,MI,Cindy Harrison,Stacey Woiderski
10031600,Heritage Family FCU,VT,Chris GOMEZ,Chris Gomez
10019270,Belmont Municipal FCU,MA,Michael Nasson,John Steeves
10019319,Burlington Municipal EFCU,MA,Beverly Hanafin,Erin Degan
10030964,SP Trainmen FCU,TX,Karen Place,Janice Gordon
10022128,Patriot Credit Union,MO,Peter Erbe,Alexander Schumm
10030569,South Texas FCU,TX,Gerardo Paz,Francisco Rangel
10014956,Fieldstone CU,IL,Mark Baron,Dawn Luhman
10011966,Redlands City Empl FCU,CA,Heather Jedinak,Darius Butler
10012998,Connecticut Labor Dept FCU,CT,Nicole Follacchio,Keysi Jimenez
10034693,Bothwell Hospital ECU,MO,Jamie Willis,Cherilyn Long
10038915,Flint River EFCU,GA,Heather Bodrey,Sharon Phairr
10010143,Covington School FCU,AL,Linda Tolbert,William Dillman
10018573,Morgan City FCU,LA,Candace LeBlanc,Corey Fryer
10039392,West Virginia State Convention CU,WV,Frances Jackson,Linda Manuel
10020030,AAC CU,MI,Brian Turmell,Tim Kamphuis
10021380,Minnesota Valley FCU,MN,Nick Meyer,Trent Talle
10021616,Gulf Coast Community FCU,MS,Lisa Graham,Joshua Peterson
10010293,Opp-Micolas CU,AL,Kyler Frazier,Deborah Dean
10010376,Tuskegee FCU,AL,Pamela Roberts,Ida Wright
10020409,West Michigan Postal Service FCU,MI,Margaret Upson,Damian Sternberg
10018990,Peake FCU,MD,Mark Caverly,Ed Sellmayer
10030994,Swemp FCU,TX,Betty Ferguson,Chasity Kerns
10029667,Patriot Equity CU,TN,Jason Ross,Stephanie Stallings
10016319,Heartland CU,IL,Thomas Lex,Aaron Rios
10034310,Financial Health FCU,IN,Monica Gilbert,Taya Butler
10034515,Bulab EFCU,TN,Terrie Snavely,Stephanie Snavely
10039584,Univ of Pennsylvania Students FCU,PA,Cheryl Bai,Jazz Ch'ng
10039189,Civic FCU,NC,Dwayne Naylor,David D'Annunzio
10012576,Akron FCU,CO,Clo Arnold,Becky Drum
10030188,West Texas CU,TX,Adrian Rubio,Angeline Wilson
10033644,CHROME FCU,PA,Robert Flanyak,Broc Sleek
10033493,Mercer Credit Union,IL,Jennifer Dixon,Tiffany Hudson
10001580,Seneca Nation of Indians FCU,NY,Debra Culligan,Jordan Garrow
10095286,The Morning Star FCU,MT,Sharon Small,Shelby Birdinground
