NIMBLE_CUNA_ID,Name,State,Assets,Members,Employees
10028271,Propell Credit Union,PA,250703375,8724,33
10011410,First Imperial CU,CA,219267309,22596,63
10013595,PAHO/WHO Federal Credit Union,VA,321310004,7828,38
10014777,Hawaii Law Enforcement FCU,HI,210914393,14600,37
10030086,Coastlife CU,TX,495568232,35967,142
10010922,Central State CU,CA,234502919,15198,47
10031064,Texas Tech FCU,TX,415571187,34732,122
10011449,Jones Methodist Church CU,CA,238421,262,0
10029831,ACU CU,TX,6204071,869,2
10023089,United Cities CU,NJ,25613604,2958,3
10023011,Terminals FCU,NJ,880703,75,1
10022526,Omaha Douglas FCU,NE,41318944,3543,11
10023038,Mercer Co NJ Teachers FCU,NJ,45487529,3692,5
10026629,OU Federal Credit Union,OK,78883253,13325,14
10028068,St Norberts CU,PA,345860,79,1
10010717,Winslow Santa Fe CU,AZ,15311785,1778,7
10017996,Topeka Firemens CU,KS,10471918,933,3
10025889,Middletown Area Schools Credit Union,OH,10195785,1016,5
10013073,Members CU,CT,43114499,3948,14
10011754,North County CU,CA,71407607,2663,8
10024909,Telco CU,NC,51781324,6471,19
10019351,City of Boston CU,MA,552723859,32311,73
10028067,Saint Nicholas FCU,PA,3596891,936,8
10013574,Mount Gilead Baptist Church FCU,DC,73108,51,0
10011694,Mojave Plant EFCU,CA,1099208,216,2
10011622,Maryknoll of Los Angeles FCU,CA,1169713,158,1
10024391,Schenectady County EFCU,NY,5136188,670,1
10018151,Eastern Kentucky FCU,KY,5176724,790,4
10013358,Greater Waterbury Healthcare FCU,CT,9559751,1041,2
10018308,ALEC FCU,LA,6351831,701,1
10016280,74th Street Depot FCU,IL,9192379,725,6
10028900,Postal Employees Regional FCU,RI,5774610,582,2
10011241,Fontana FCU,CA,16511573,1441,3
10014811,Local Union 1186 Ibew FCU,HI,13073104,1017,1
10029105,1st Cooperative FCU,SC,21322234,2522,3
10013412,All4u FCU,DE,24842152,2611,5
10033387,Pathfinder FCU,WY,70862328,4495,21
10013477,AFL CIO EFCU,DC,50190510,5201,12
10012486,County Schools FCU,CA,93469446,4784,14
10024165,Niagara Frontier Federal Municipal ECU,NY,2255174,314,3
10030144,Del Rio SP CU,TX,3499966,772,3
10026559,El Reno RIL CU,OK,36836241,3194,8
10010345,Social Security CU,AL,35036256,2762,5
10020466,IM Detroit District CU,MI,1843218,46,1
10022061,Northeast Regional CU,MO,1706994,349,2
10029881,Angelina Cnty Teachers CU,TX,12678015,1846,3
10010316,Railway ECU,AL,18019242,1395,2
10031846,Newport News Municipal ECU Inc,VA,52123013,4053,9
10036305,My Credit Union,TX,54273431,5592,20
10031209,Texas Telcom CU,TX,53703066,3526,8
10030215,RelyOn Credit Union,TX,72270886,7950,28
10031453,TransWest CU,UT,197525111,14921,33
10021887,Electro Savings CU,MO,192913914,20500,56
10020054,Astera CU,MI,188947524,14343,65
10021835,Multipli CU,MO,184261099,10320,39
10018118,Gibbs Aluminum FCU,KY,5238480,947,1
10024059,Mamta FCU,NY,9381994,909,2
10019088,Teamsters Local Union 355 FCU,MD,5712585,1542,1
10031069,Texoma FCU,TX,8192366,792,5
10026293,Stoffe FCU,OH,4764417,1533,3
10027089,BI FCU,PA,3195448,324,3
10029947,Bivins FCU,TX,3309657,467,2
10026222,Sylvania Area FCU,OH,27567044,1838,4
10029013,Edisto FCU,SC,23005987,2808,9
10018569,Sevenfold FCU,LA,49015315,3613,16
10019092,Members First of Maryland FCU,MD,22538472,2410,9
10027684,Luzerne County FCU,PA,20138381,1943,5
10017889,Freedom 1st FCU,KS,40554699,2255,4
10013489,Asbury FCU,DC,3,1,0
10015439,CTA South Federal Credit Union,IL,1190613,611,2
10023160,Peoples Transport FCU,NJ,10821471,1347,4
10019152,St Joseph Medical Center MD FCU,MD,14129740,1537,2
10021023,Torch Lake FCU,MI,11514132,1633,7
10010463,Fort Smith Dixie Cup FCU,AR,10964200,1004,3
10018998,Atlantic Financial FCU,MD,99219212,8703,26
10020082,Great Lakes FCU,MI,59472951,4599,19
10021040,Live Life FCU,MI,74943851,1003,12
10031733,NextMark FCU,VA,515704129,16208,56
10039108,Georgetown Univ Alumni and Stdnt FCU,DC,15125486,3387,0
10037508,Crouse FCU,NY,19622301,2095,5
10031921,Richmond Heritage FCU,VA,10379334,1682,4
10030772,Family 1st of Texas FCU,TX,19157543,1342,5
10001759,First Unity FCU,MS,12028078,4050,7
10013553,Howard University EFCU,DC,10110483,1164,1
10024294,Rediform Niagara Falls NY FCU,NY,11004152,1918,3
10024430,South Towns Community FCU,NY,18693825,2038,5
10037139,Korean Catholic FCU,MD,2051012,342,3
10039609,Plumbers and Fitters Local 675 FCU,HI,2601077,871,1
10004262,Everest FCU,NY,4846962,1665,8
10005100,MAUN FCU,NJ,2176216,247,1
10012069,Valley Hills FCU,CA,3633072,381,2
10020910,Latvian Heritage FCU,MI,2874628,322,8
10012930,Arnold Bakers EFCU,CT,1692274,306,1
10030756,Port Terminal FCU,TX,7530627,635,2
10033526,Division 726 FCU,NY,9563936,2516,8
10039763,Episcopal Community FCU,CA,5916271,1039,3
10030216,CASE FCU,TX,5740755,687,3
10023538,BET FCU,NY,6396794,455,1
10034287,Baltimore Washington FCU,MD,8792421,1467,3
10022450,Dale Community FCU,NE,27002931,2405,5
10038381,Heard AME FCU,NJ,193843,182,0
10020038,Ann Arbor Postal FCU,MI,434478,99,1
10013619,Sargent FCU,DC,291867,391,1
10039541,Mt Jezreel FCU,MD,229795,205,0
10034236,Pine Bluff Postal FCU,AR,314129,70,3
10028136,Springdale P P G FCU,PA,759953,158,0
10024891,Shaw University FCU,NC,562536,127,1
10017770,Wakarusa Valley CU,KS,1969504,357,2
10011362,High Sierra CU,CA,9636116,516,2
10030320,Grand Prairie Credit Union,TX,22876351,1729,4
10031891,PFD Firefighters CU,VA,32008135,2296,11
10035650,Bethel AME Church CU,IL,55837,91,0
10039266,Beckstrand and Associates ECU,UT,160420,16,0
10022083,Proctor and Gamble St Louis ECU,MO,783565,183,1
,Totals (114 Credit Unions):,,5844903335,428853,1319
