NIMBLE_CUNA_ID,Old Name,State,New Name
10016663,Pocatello Simplot CU,ID,Simplot CU
10014224,Coast 2 Coast Financial Credit Union,FL,Transport Credit Union
10030890,San Patricio Co Teach FCU,TX,NSPIRE FCU
10106330,Community First Fund Credit Union,PA,Finanta Credit Union
