NIMBLE_CUNA_ID,Name,State,Assets,Members,Employees
10020227,MemberFocus Community CU,MI,456549373,29259,77
10011410,First Imperial CU,CA,219132449,22941,63
10011043,Columbus Club FCU,CA,3125536,202,3
10016280,74th Street Depot FCU,IL,9100955,752,6
10026797,South Coast ILWU FCU,OR,18821348,1054,4
10011592,California CU,CA,5189297885,199526,543
10020931,BlueOx CU,MI,374209592,30615,128
10029013,Edisto FCU,SC,23191313,2801,9
10030717,Gulf Coast Educators FCU,TX,1227297613,60523,183
10032440,Cabway Telco FCU,WV,5111632,357,0
10012727,Harmony FCU,CO,19018658,1333,3
10126159,African Diaspora Federal Credit Union,MO,100000,1,0
,Totals (12 Credit Unions):,,7544956354,349364,1019
