NIMBLE_CUNA_ID,Old Name,State,New Name
10011810,Ontario-Montclair Schl Employees FCU,CA,VIDA FCU
10030200,evolve FCU,TX,Evolve FCU
10015200,Chicago Patrolmen's FCU,IL,National Police FCU
10019649,Methuen Municipal EFCU,MA,Methuen Federal Credit Union
