NIMBLE_CUNA_ID,Name,Old Street Address,New Street Address
10024385,Saratogas Community FCU,"23 Division St, Saratoga Springs, NY 12866-2113","189 Ballston Avenue, Saratoga Springs, NY 12866"
10014153,FiCare FCU,"3001 W Dr Martin Luther King Jr Blvd, Tampa, FL 33607-6307","26644 Silver Maple Parkway, Wesley Chapel, FL 33544"
10017066,Afena FCU,"424 N Bradner Ave, Marion, IN 46952-3336","935 N Baldwin Ave, Marion, IN 46952-3336"
10026580,Endurance FCU,"703 S 9th St, Duncan, OK 73533-5101","2101 North Highway 81, Duncan, OK 73533"
10030489,Soarion FCU,"1560 Cable Ranch Rd Ste 200, San Antonio, TX 78245-2143","750 East Mulberry Avenue, San Antonio, TX 78212"
10013708,Calhoun Liberty Credit Union,"17394 NW Charlie Johns St, Blountstown, FL 32424-1358","16076 SR 71 S, Blountstown, FL 32424"
10012115,San Joaquin Power ECU,"1080 W Shaw Ave Ste 109, Fresno, CA 93711-3701","1080 W. Shaw Ave Ste. 109, Fresno, CA 93711"
10060539,Unity of Eatonville FCU,"323 East Kennedy Boulevard, Suite F, Eatonville, FL 32751","323 East Kennedy Boulevard, Suite G, Eatonville, FL 32751"
