ACL_13,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
< $200K,0,27,3,24,27,0,0,2932,2875445,0,0,0
$200K-$500K,0,57,20,37,57,0,0,12519,19463735,0,0,0
$500K-$1M,0,61,15,46,61,0,0,18279,44965315,0,0,0
$1M-$2M,0,110,35,75,110,0,0,39957,162612835,0,0,0
$2M-$5M,3,236,62,177,239,1409,10367560,144764,827997154,0.01255230126,0.009733082811,0.01252125077
$5M-$10M,7,327,101,233,334,6409,45940488,352144,2382459036,0.02095808383,0.01819994093,0.0192828029
$10M-$20M,9,413,120,302,422,20033,128333061,693211,6084935353,0.02132701422,0.02889884898,0.02109029161
$20M-$50M,45,715,257,503,760,143545,1599921255,2220254,25308475694,0.05921052632,0.06465251273,0.06321681615
$50M-$100M,68,522,229,361,590,400356,5225549239,3375424,42910607698,0.1152542373,0.1186090992,0.1217775632
$100M-$200M,98,443,220,321,541,1031561,14284322573,5501723,77098834611,0.1811460259,0.1874978075,0.1852728727
$200M-$500M,123,408,233,298,531,2659490,39339644563,11185275,169604569906,0.2316384181,0.2377670643,0.2319492015
$500M-$1B,71,214,148,137,285,3259478,51383501309,12739861,203986539589,0.249122807,0.2558487883,0.2518965291
> $1B,206,254,261,199,460,67653788,1126385808598,108347339,1866343014862,0.447826087,0.6244157782,0.6035256111
Totals,630,3787,1704,2713,4417,75176069,1238403388646,144633682,2394777351233,0.1426307448,0.5197687562,0.5171267333
