NIMBLE_CUNA_ID,Name,State,Old Manager,New Manager
10017997,Topeka Police CU,KS,Michelle Andrew,Tony Birk
10024456,Suma FCU,NY,Walter Kozicky,Andrij Burchak
10018506,Jefferson Parish EFCU,LA,Brent Loyd,Michael Loyd
10011330,East County Schools FCU,CA,Steve Devan,Matt Lyons
10038847,Pioneer Mutual FCU,TX,Shaukat Ali,Faheem Prasla
10032179,Peninsula Community Federal Credit Union,WA,"James Morrell, CUDE",James Morrell
10031223,Wichita Falls FCU,TX,Stacy Rogers,Melissa Hagenbuch
10021243,Share Advantage CU,MN,Helena Seabrook,Shawn Crowser
10011966,Redlands City Empl FCU,CA,Darius Butler,Heather Jedinak
10036622,America's First Network CU,CT,June Martin,Nicholas Moalli
10021105,WMCU,MI,William Keim,Joseph Heintskill
10017394,Collins Community Credit Union,IA,Jason Macdonald,Jason MacDonald
10012211,Shell Western States FCU,CA,Mary Jane Bacani,Mary Jane Willie
10013073,Members CU,CT,Kathy Chartier,Suzy Fonseca
10038792,I.L.A. Local 1235 FCU,NJ,Linda Cernadas,Kristina Amado
10010340,Valley CU,AL,Chiquita Smith,Dawn Truitt
10011626,Matadors Community CU,CA,Melissa Broadwell,Melissa Bryson
10031316,Cyprus FCU,UT,Todd Adamson,Eric Figgins
10038360,Synergy FCU,TX,Sean Murphy,Casidhe Meriwether
