League,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
Alaska Credit Union League,9,0,1,8,9,998763,15145831832,998763,15145831832,1,1,1
Association of Vermont Credit Unions,14,0,9,5,14,431626,6862226696,431626,6862226696,1,1,1
California and Nevada Credit Union League,213,43,113,143,256,14141942,298045595962,14563686,305511920229,0.83203125,0.9710413971,0.9755612669
Carolinas Credit Union League,90,15,37,68,105,6444599,104458827677,6853837,110191842461,0.8571428571,0.9402906722,0.947972421
Cooperative Credit Union Association,149,18,63,104,167,4780925,79361070436,4870420,80905133137,0.8922155689,0.981624788,0.9809151454
Cornerstone League,595,48,292,351,643,14134681,208586800881,14965526,220249914904,0.9253499222,0.9444827399,0.9470459999
Credit Union Association of New Mexico,35,2,18,19,37,1121802,19531585639,1135855,19648139949,0.9459459459,0.9876278222,0.9940679214
CrossState Credit Union Association,302,113,40,375,415,5669413,92125171004,5902831,95187181818,0.7277108434,0.9604566012,0.9678316896
Dakota Credit Union Association,58,4,16,46,62,553486,11500910832,558837,11576097535,0.935483871,0.9904247571,0.9935050044
GoWest Credit Union Association,244,24,134,134,268,12812071,225944588560,13239304,232752687289,0.9104477612,0.9677299502,0.970749645
Hawaii Credit Union League,45,0,0,45,45,876655,16443403180,876655,16443403180,1,1,1
Illinois Credit Union League,188,10,153,45,198,4105895,73561266382,4121842,73627877445,0.9494949495,0.9961310987,0.9990953011
Indiana Credit Union League,113,12,31,94,125,2763517,46533265522,2795943,46958849100,0.904,0.9884024817,0.9909370952
Iowa Credit Union League,62,4,65,1,66,1653585,33479449866,1669454,33727152391,0.9393939394,0.990494497,0.9926556941
Kentucky's Credit Unions,53,1,17,37,54,968322,15446496091,969006,15451796828,0.9814814815,0.999294122,0.9996569501
Luminate Louisiana Credit Unions,125,16,25,116,141,1278516,16628210201,1290365,16708552495,0.8865248227,0.9908173269,0.9951915467
Maine Credit Union League,48,0,12,36,48,756116,12749312918,756116,12749312918,1,1,1
Maryland & DC Credit Union Association,86,20,7,99,106,2678555,54078795391,2775152,55422015998,0.8113207547,0.9651921769,0.9757637722
Michigan Credit Union League,159,13,111,61,172,5930485,108672319415,5999025,109674158692,0.9244186047,0.9885748101,0.9908653115
Minnesota Credit Union Network,80,3,59,24,83,2172905,42621204453,2187951,42918807203,0.9638554217,0.9931232464,0.9930659128
Mississippi Credit Union Association,54,1,1,54,55,742552,8557414434,746667,8569494132,0.9818181818,0.9944888417,0.9985903838
Montanas Credit Unions,42,0,9,33,42,438188,7802394171,438188,7802394171,1,1,1
Nebraska Credit Union League and Affils,49,1,10,40,50,560731,6736303822,563170,6770549792,0.98,0.9956691585,0.9949419218
New York Credit Union Association,232,41,11,262,273,6791163,123391293056,6963342,127040898729,0.8498168498,0.9752735109,0.9712721989
Ohio Credit Union League,171,29,91,109,200,3082240,45940912329,3261254,48529874642,0.855,0.9451088446,0.9466521945
Tennessee Credit Union League,120,8,70,58,128,2527617,43199707360,2642292,44713980620,0.9375,0.9566001789,0.9661342328
The Credit Union League of Connecticut Inc,59,8,26,41,67,882651,14714431585,902715,14904971718,0.8805970149,0.977773716,0.9872163372
The League of Credit Unions & Affiliates,324,41,166,199,365,32655535,455102089474,33062164,460729527177,0.8876712329,0.9877010773,0.9877858106
Utah Credit Union Association,52,2,22,32,54,4033462,63313030882,4034269,63315917031,0.962962963,0.9997999638,0.9999544167
West Virginia Credit Union League,69,5,3,71,74,365016,4901410244,376739,5033323937,0.9324324324,0.9688829667,0.9737919326
Wisconsin Credit Union League,102,0,99,3,102,3924882,71313916220,3924882,71313916220,1,1,1
Totals,3942,482,1711,2713,4424,140277896,2326749236515,143877876,2380437750269,0.8910488246,0.9749789189,0.9774459493
