NIMBLE_CUNA_ID,Name,State,Old Manager,New Manager
10018154,Bluegrass Community FCU,KY,Jessica Staten,Matthew Bell
10025965,First Service FCU,OH,Jack Harper,John Harper
10029211,Highmark FCU,SD,John Carlson,Melinda Howard
10027400,Frick Financial Federal Credit Union,PA,Daniel Komacek,Lindsay Moore
10027012,American Pride CU,PA,Theodore Glunt,Nick Spallone
10032279,Community 1st CU,WA,Dan LeFree,Dan Lefree
10014281,Loyalty Credit Union,FL,Elizabeth Oakes,Robert Broome
10010365,Alabama One CU,AL,William Wells,Whitney Oswalt
10031672,Bronco FCU,VA,Brian Hedgepeth,Mike Kenzie
10010516,Pine Bluff Cotton Belt FCU,AR,Delores Edie,Greg Hutchins
10030770,NAFT Federal Credit Union,TX,George Bailey,John McNeel
10018551,LES FCU,LA,Jackie Patin,Jacqueline Patin
10019351,City of Boston CU,MA,Catherine Mullen,Lisa Perrin
10020579,Tahquamenon Area CU,MI,Ruben Ison,Chris Ison
