ACL_13,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
< $200K,20,10,5,25,30,2533,2543914,3886,3779271,0.6666666667,0.6518270715,0.6731229383
$200K-$500K,46,14,21,39,60,11269,16167097,13822,20971099,0.7666666667,0.8152944581,0.7709227351
$500K-$1M,52,22,21,53,74,16252,38322536,20719,54410110,0.7027027027,0.7844007915,0.7043274862
$1M-$2M,77,40,31,86,117,26181,110489113,42136,171142198,0.6581196581,0.621345168,0.6455983053
$2M-$5M,191,69,74,186,260,119509,668809907,166349,890051080,0.7346153846,0.7184233148,0.7514286787
$5M-$10M,298,72,108,262,370,305124,2131999735,374978,2670055332,0.8054054054,0.8137117378,0.7984852259
$10M-$20M,394,60,131,323,454,671315,5749649883,769820,6592598206,0.8678414097,0.8720415162,0.872137161
$20M-$50M,735,68,277,526,803,2202596,24465264906,2380362,26671443975,0.9153175592,0.9253197623,0.9172831036
$50M-$100M,589,44,240,393,633,3519335,42641580399,3764922,45806678822,0.9304897314,0.9347696978,0.9309031236
$100M-$200M,518,30,235,313,548,5489882,74010146620,5711527,77875030364,0.9452554745,0.9611933901,0.9503706936
$200M-$500M,512,30,246,296,542,11386385,165433064092,11894367,174565114739,0.9446494465,0.9572922208,0.9476868522
$500M-$1B,271,8,142,137,279,12303219,196439057546,12772073,202055507609,0.9713261649,0.963290689,0.97220343
> $1B,442,7,262,187,449,102632746,1773162912651,103589697,1789800880139,0.9844097996,0.9907621025,0.990704012
Totals,4145,474,1793,2826,4619,138686346,2284870008399,141504658,2327177662944,0.8973803854,0.9800832563,0.9818201871
