State,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
Alabama,10,81,51,40,91,1257228,13043103078,2715350,35525605184,0.1098901099,0.4630077154,0.3671465415
Alaska,2,7,1,8,9,773831,12103616911,973250,15401528809,0.2222222222,0.7950999229,0.785871134
Arizona,9,26,16,19,35,677253,10371943684,1946324,30492185217,0.2571428571,0.3479651898,0.3401508816
Arkansas,4,48,0,52,52,38619,623428788,364366,4576837644,0.07692307692,0.1059895819,0.1362138744
California,46,210,113,143,256,3647822,83989616989,13694588,293780266703,0.1796875,0.2663696053,0.2858926433
Colorado,9,58,35,32,67,1090835,21855501067,2315202,42201854771,0.1343283582,0.4711619116,0.5178801071
Connecticut,14,61,25,50,75,430769,6417678294,955493,14935878709,0.1866666667,0.4508342814,0.4296820039
Delaware,3,14,0,17,17,128586,1372985491,264587,3119388668,0.1764705882,0.4859875958,0.4401456943
District Of Columbia,12,21,0,33,33,247069,9726407488,303587,10600438709,0.3636363636,0.8138326081,0.9175476369
Florida,33,83,67,49,116,3419149,50664518005,7311406,112005937033,0.2844827586,0.4676458946,0.4523377898
Georgia,8,71,38,41,79,551119,7971199783,2257163,35214395261,0.1012658228,0.2441644666,0.2263619671
Hawaii,17,30,0,47,47,697306,12651024852,869628,15239670466,0.3617021277,0.8018440069,0.830137691
Idaho,5,21,16,10,26,132776,1936900680,1246805,21167638661,0.1923076923,0.1064929961,0.09150291684
Illinois,12,194,159,47,206,1279093,20892231466,3950837,68285532670,0.05825242718,0.3237524099,0.3059539942
Indiana,15,114,34,95,129,1245027,19785268870,2804410,43690956050,0.1162790698,0.4439532736,0.4528458669
Iowa,4,65,67,2,69,112512,1688254974,1673032,33386024019,0.05797101449,0.06725035743,0.05056771579
Kansas,1,63,45,19,64,7873,130706874,785223,10207582846,0.015625,0.01002645108,0.01280488006
