ACL_9,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
< $50M,84,2092,672,1504,2176,224687,2212802727,3781701,37186037005,0.03860294118,0.05941426887,0.05950627992
$50M-$100M,107,527,240,394,634,664760,8135591302,3769892,45877633052,0.1687697161,0.1763339639,0.1773324115
$100M-$200M,120,433,237,316,553,1277073,17675441569,5777728,78618889945,0.2169981917,0.2210337697,0.2248243594
$200M-$500M,169,373,246,296,542,3728179,54565966175,11894367,174565114739,0.3118081181,0.3134407237,0.3125823064
$500M-$1B,119,160,142,137,279,5781867,88402702837,12772073,202055507609,0.4265232975,0.4526960502,0.4375169174
$1B-$2B,91,111,120,82,202,7997620,127289015794,16912577,280847547042,0.4504950495,0.4728800348,0.4532317164
$2B-$5B,105,62,95,72,167,19269798,325724758359,29430959,512726609199,0.628742515,0.6547458409,0.6352796062
$5B-$10B,42,17,37,22,59,15797309,308249062718,21334200,419456648704,0.7118644068,0.7404687778,0.7348770455
> $10B,16,5,10,11,21,32592794,503884910738,35911961,576770075194,0.7619047619,0.9075748885,0.8736322018
Totals,853,3780,1799,2834,4633,87334087,1436140252219,141585458,2328104062489,0.184113965,0.6168294981,0.6168711594
