League,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
Alaska Credit Union League,9,0,1,8,9,977893,15381677269,977893,15381677269,1,1,1
Association of Vermont Credit Unions,15,1,11,5,16,425315,6649131439,428711,6726787403,0.9375,0.9920785797,0.9884557131
California and Nevada Credit Union League,229,38,120,147,267,13840409,299229579007,14227851,306800235779,0.8576779026,0.9727687618,0.9753238235
Carolinas Credit Union League,101,7,37,71,108,6587860,105805919899,6791840,109865117585,0.9351851852,0.9699669015,0.9630528982
Cooperative Credit Union Association,156,15,66,105,171,4788187,78117921500,4862996,79612976744,0.9122807018,0.9846166849,0.9812209604
Cornerstone League,610,53,304,359,663,14217919,208755055521,14928042,217763116149,0.9200603318,0.9524302651,0.9586336714
Credit Union Association of New Mexico,37,3,18,22,40,1035974,18474248779,1097375,19215752349,0.925,0.9440473858,0.9614116816
CrossState Credit Union Association,323,114,44,393,437,5534988,86824826836,5850429,91369229994,0.7391304348,0.9460824155,0.950263309
Dakota Credit Union Association,57,4,16,45,61,535029,10898281889,539895,10970591018,0.9344262295,0.9909871364,0.993408821
GoWest Credit Union Association,253,21,135,139,274,12933250,225322655421,13106216,228625965088,0.9233576642,0.9868027507,0.9855514676
Hawaii Credit Union League,47,0,0,47,47,874682,15381030374,874682,15381030374,1,1,1
Illinois Credit Union League,196,10,157,49,206,3993996,71715917515,4008349,71803176809,0.9514563107,0.996419224,0.9987847433
Indiana Credit Union League,116,13,34,95,129,2775572,44757819834,2810005,45183309276,0.8992248062,0.9877462851,0.9905830394
Iowa Credit Union League,64,4,67,1,68,1628009,32620023078,1644379,32877731497,0.9411764706,0.9900448741,0.9921616119
Kentucky's Credit Union,54,2,18,38,56,980211,14548960832,981747,14561531497,0.9642857143,0.9984354421,0.999136721
League of Southeastern Credit Unions,257,26,154,129,283,12327436,187308405414,12406724,188368603371,0.9081272085,0.9936092719,0.9943716844
Louisiana Credit Union League,131,16,26,121,147,1296071,16646357357,1308033,16727440209,0.8911564626,0.9908549708,0.9951527041
Maine Credit Union League,47,0,12,35,47,732948,12037648648,732948,12037648648,1,1,1
Maryland & DC Credit Union Association,95,13,7,101,108,2577954,52266958111,2704048,54185813199,0.8796296296,0.9533684313,0.9645875004
Michigan Credit Union League,180,6,120,66,186,5974188,104657977459,6002754,105118214191,0.9677419355,0.9952411843,0.9956217223
Minnesota Credit Union Network,81,4,60,25,85,2138994,41614608391,2157485,41958434049,0.9529411765,0.9914293726,0.9918055651
Mississippi Credit Union Association,59,0,1,58,59,714321,7970168238,714321,7970168238,1,1,1
Montanas Credit Unions,42,0,9,33,42,431035,7626301237,431035,7626301237,1,1,1
Nebraska Credit Union League and Affils,52,1,10,43,53,567478,6566704216,570029,6602385070,0.9811320755,0.9955247891,0.994595763
New York Credit Union Association,240,44,12,272,284,6527856,119265804780,6780046,123072037211,0.8450704225,0.9628040872,0.9690731338
Ohio Credit Union League,177,32,95,114,209,3182506,45849004951,3265422,46876264745,0.8468899522,0.9746078761,0.9780857157
Tennessee Credit Union League,121,8,72,57,129,2459258,40249493654,2576754,41767638196,0.9379844961,0.9544015455,0.9636526122
The Credit Union League of Connecticut Inc,63,10,25,48,73,925713,14862598473,940606,15041951358,0.8630136986,0.9841665905,0.9880764882
Utah Credit Union Association,54,2,24,32,56,3817008,57647943205,3818197,57651579430,0.9642857143,0.9996885965,0.9999369276
Virginia Credit Union League,79,10,21,68,89,19429344,258406526120,19443588,258507769187,0.8876404494,0.9992674192,0.9996083558
West Virginia Credit Union League,72,4,3,73,76,374195,4918258389,377692,4980528896,0.9473684211,0.990741133,0.98749721
Wisconsin Credit Union League,108,2,107,3,110,3874026,69277500281,3875566,69305399092,0.9818181818,0.9996026387,0.9995974511
Totals,4125,463,1786,2802,4588,138479625,2281655308117,141235658,2323936405158,0.8990845684,0.9804862806,0.981806259
