ACL_9,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
< $50M,1821,355,672,1504,2176,3345464,32959606323,3781701,37186037005,0.8368566176,0.8846452959,0.8863436111
$50M-$100M,566,68,240,394,634,3411628,40984925692,3769892,45877633052,0.8927444795,0.9049670388,0.8933530997
$100M-$200M,497,56,237,316,553,5261376,70689615561,5777728,78618889945,0.8987341772,0.9106306147,0.8991428855
$200M-$500M,475,67,246,296,542,10590764,153206888926,11894367,174565114739,0.8763837638,0.8904016498,0.8776489458
$500M-$1B,258,21,142,137,279,11815596,187141546091,12772073,202055507609,0.9247311828,0.9251118436,0.9261887899
$1B-$2B,182,20,120,82,202,15123229,253350044296,16912577,280847547042,0.900990099,0.8942001565,0.9020909991
$2B-$5B,130,37,95,72,167,23016635,397294141844,29430959,512726609199,0.7784431138,0.7820552161,0.7748654638
$5B-$10B,47,12,37,22,59,16858044,332031229226,21334200,419456648704,0.7966101695,0.7901887111,0.7915746007
> $10B,15,6,10,11,21,28791853,467803283226,35911961,576770075194,0.7142857143,0.8017343581,0.8110741235
Totals,3991,642,1799,2834,4633,118214589,1935461281185,141585458,2328104062489,0.8614288798,0.8349345383,0.8313465503
