NIMBLE_CUNA_ID,Old Name,State,New Name
10012600,Premier Members Credit Union,CO,Meritrust Credit Union
10031395,Logan Cache Rich FCU,UT,New Heights FCU
10038459,SoundView Financial CU,CT,Albright Credit Union
