ACL_13,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
< $200K,0,26,4,22,26,0,0,3807,3339224,0,0,0
$200K-$500K,0,64,19,45,64,0,0,15117,22741746,0,0,0
$500K-$1M,0,74,23,51,74,0,0,20154,54902874,0,0,0
$1M-$2M,0,113,32,81,113,0,0,40427,164031304,0,0,0
$2M-$5M,5,261,75,191,266,3834,18756570,173992,909994328,0.01879699248,0.02203549588,0.02061174386
$5M-$10M,6,368,112,262,374,3186,39749155,378728,2703466108,0.01604278075,0.008412369827,0.01470303433
$10M-$20M,16,440,130,326,456,29684,218387745,776898,6619353189,0.0350877193,0.03820836197,0.03299230888
$20M-$50M,57,755,281,531,812,189331,1924487188,2439127,26832633894,0.07019704433,0.07762244442,0.07172188894
$50M-$100M,110,533,247,396,643,691224,8293008390,3867408,46425823783,0.1710730949,0.1787305606,0.1786292135
$100M-$200M,116,434,232,318,550,1220819,16866472851,5878514,78241806521,0.2109090909,0.2076747627,0.2155685509
$200M-$500M,171,361,239,293,532,3759479,53983660117,11809247,170304373817,0.3214285714,0.3183504418,0.3169834039
$500M-$1B,121,165,148,138,286,5975215,89174351183,13425228,207576520182,0.4230769231,0.445073633,0.4295974858
> $1B,251,186,255,182,437,74538252,1228937362920,101396926,1732840937930,0.5743707094,0.735113528,0.7092037913
Totals,853,3780,1797,2836,4633,86411024,1399456236119,140225573,2272699924900,0.184113965,0.6162287103,0.6157681535
