NIMBLE_CUNA_ID,Old Name,State,New Name
10035543,Northeastern Engineers FCU,NY,Eastern Operating Engineers FCU
10014980,Corporate America Family CU,IL,Alero Financial CU
10016888,Fire Police City County FCU,IN,Summit Choice CU
10026835,Mid Oregon FCU,OR,MidOregon Credit Union
10029607,Greater Eastern CU,TN,Greater Experience CU
10020542,DFCU Financial CU,MI,DFCU Financial
10002670,Gateway Co-Operative Credit Union Ltd,,Infiniti Co-Operative Credit Union Ltd
