ACL_13,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
< $200K,16,11,3,24,27,1456,1556087,2932,2875445,0.5925925926,0.4965893588,0.5411638894
$200K-$500K,40,16,19,37,56,9456,13851450,12409,19089186,0.7142857143,0.7620275606,0.725617635
$500K-$1M,48,13,15,46,61,15023,35476835,18279,44965315,0.7868852459,0.8218720937,0.7889822411
$1M-$2M,69,41,35,75,110,23118,100500003,39957,162612835,0.6272727273,0.5785719649,0.6180324142
$2M-$5M,175,64,62,177,239,109005,613648025,144764,827997154,0.7322175732,0.7529841673,0.7411233505
$5M-$10M,262,70,100,232,332,270692,1850869984,349890,2369098225,0.7891566265,0.7736488611,0.7812550634
$10M-$20M,354,67,119,302,421,576772,5114973029,690592,6064973230,0.8408551069,0.8351848849,0.8433628369
$20M-$50M,688,70,255,503,758,2022694,22946932582,2210625,25257194321,0.907651715,0.9149873904,0.9085305474
$50M-$100M,544,46,229,361,590,3114862,39616581073,3375424,42910607698,0.9220338983,0.9228061423,0.9232351439
$100M-$200M,506,33,219,320,539,5212776,72153176198,5480395,76805533519,0.9387755102,0.9511679359,0.9394267951
$200M-$500M,502,28,233,297,530,10672964,160776115196,11172359,169403220629,0.9471698113,0.9553008456,0.9490735453
$500M-$1B,279,5,148,136,284,12437779,200146414324,12723191,203444767100,0.9823943662,0.9775675772,0.9837874779
> $1B,449,11,261,199,460,106517198,1837499735594,108347339,1866343014862,0.9760869565,0.9831085745,0.9845455637
Totals,3932,475,1698,2709,4407,140983795,2340869830380,144568156,2393655949519,0.8922169276,0.9752064279,0.9779474911
