NIMBLE_CUNA_ID,Name,State,Assets,Members,Employees
10028361,Benchmark FCU,PA,296435386,8943,36
10031009,Team Financial FCU,TX,4254884,982,0
10030429,IBEW Local 681 CU,TX,654131,328,1
10019493,Community CU of Lynn,MA,181306806,6171,31
10012251,North Bay Credit Union,CA,114376710,2830,52
10015536,US Employees CU,IL,101680342,5957,16
10015337,District 123 FCU,IL,2032878,268,1
10012831,St Mary CU,CO,7901967,1455,3
10013088,Cencap FCU,CT,33373296,7955,17
10019592,Lexington MA FCU,MA,9308289,1139,3
,Totals (10 Credit Unions):,,751324689,36028,160
