NIMBLE_CUNA_ID,Old Name,State,New Name
10019747,PCT Federal Credit Union,MA,Cranberry FCU
10012648,Rocky Mountain Law Enfcmnt FCU,CO,Affidian Credit Union
10023683,CFCU Community Credit Union,NY,Beginnings Credit Union
10039189,Local Government FCU,NC,Civic FCU
10029882,Angelina Federal Empl CU,TX,Aspire CU
