ACL_13,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
< $200K,18,8,4,22,26,2408,2203779,3807,3339224,0.6923076923,0.6325190439,0.6599674056
$200K-$500K,49,15,19,45,64,12562,17295989,15117,22741746,0.765625,0.8309849838,0.7605391864
$500K-$1M,59,15,23,51,74,17413,43390134,20154,54902874,0.7972972973,0.8639972214,0.7903071522
$1M-$2M,76,37,32,81,113,25946,109329847,40427,164031304,0.6725663717,0.6417987978,0.6665181848
$2M-$5M,199,67,75,191,266,128830,698700004,173992,909994328,0.7481203008,0.7404363419,0.7678069879
$5M-$10M,299,75,112,262,374,307603,2143270737,378728,2703466108,0.7994652406,0.8122003126,0.7927862423
$10M-$20M,397,59,130,326,456,681899,5780962067,776898,6619353189,0.8706140351,0.8777201126,0.8733424403
$20M-$50M,735,77,281,531,812,2234509,24336028822,2439127,26832633894,0.9051724138,0.9161101492,0.9069563919
$50M-$100M,575,68,247,396,643,3509363,41632771468,3867408,46425823783,0.8942457232,0.907419905,0.8967589172
$100M-$200M,495,55,232,318,550,5365806,70580785915,5878514,78241806521,0.9,0.9127827203,0.9020853308
$200M-$500M,465,67,239,293,532,10505675,149354402299,11809247,170304373817,0.8740601504,0.8896142997,0.8769851235
$500M-$1B,267,19,148,138,286,12563332,194365055252,13425228,207576520182,0.9335664336,0.935800271,0.9363537604
> $1B,364,73,255,182,437,82316412,1406901253562,101396926,1732840937930,0.8329519451,0.8118235458,0.8119044413
Totals,3998,635,1797,2836,4633,117671758,1895965449875,140225573,2272699924900,0.8629397798,0.8391604718,0.8342348363
