ACL_13,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
< $200K,19,10,5,24,29,2285,2353259,3638,3588616,0.6551724138,0.6280923584,0.655756704
$200K-$500K,46,14,21,39,60,11269,16167097,13822,20971099,0.7666666667,0.8152944581,0.7709227351
$500K-$1M,52,22,21,53,74,16252,38322536,20719,54410110,0.7027027027,0.7844007915,0.7043274862
$1M-$2M,74,40,30,84,114,25196,106489837,40780,166505335,0.649122807,0.6178518882,0.6395581079
$2M-$5M,189,68,72,185,257,118573,663308386,164724,881570485,0.7354085603,0.7198283189,0.752416735
$5M-$10M,295,73,108,260,368,303187,2109261648,371974,2652589766,0.8016304348,0.8150757849,0.7951706951
$10M-$20M,390,63,131,322,453,666732,5699743482,768509,6581890515,0.8609271523,0.8675656368,0.8659736088
$20M-$50M,716,83,275,524,799,2146696,23815734166,2369441,26521778884,0.8961201502,0.9059925949,0.8979689586
$50M-$100M,559,72,240,391,631,3361581,40468426682,3752570,45694205999,0.8858954041,0.8958076731,0.8856358437
$100M-$200M,490,57,234,313,547,5179275,69657423902,5701096,77690694050,0.8957952468,0.9084700556,0.8965993257
$200M-$500M,464,76,245,295,540,10375148,150060622320,11846680,173934163171,0.8592592593,0.8757852833,0.8627438083
$500M-$1B,254,25,142,137,279,11629313,184446953188,12772073,202055507609,0.9103942652,0.9105266624,0.9128528857
> $1B,373,76,262,187,449,83665727,1448201690139,103589697,1789800880139,0.8307349666,0.8076645595,0.8091412325
Totals,3921,679,1786,2814,4600,117501234,1925286496642,141415723,2326058755778,0.8523913043,0.8308922905,0.8277032951
