ACL_13,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
< $200K,18,8,4,22,26,2408,2203779,3807,3339224,0.6923076923,0.6325190439,0.6599674056
$200K-$500K,49,15,19,45,64,12562,17295989,15117,22741746,0.765625,0.8309849838,0.7605391864
$500K-$1M,59,15,23,51,74,17413,43390134,20154,54902874,0.7972972973,0.8639972214,0.7903071522
$1M-$2M,76,37,32,81,113,25946,109329847,40427,164031304,0.6725663717,0.6417987978,0.6665181848
$2M-$5M,201,65,75,191,266,129581,706144364,173992,909994328,0.7556390977,0.7447526323,0.7759876543
$5M-$10M,302,72,112,262,374,308886,2161648685,378728,2703466108,0.807486631,0.8155879681,0.7995841629
$10M-$20M,404,52,130,326,456,691787,5870226775,776898,6619353189,0.8859649123,0.8904476521,0.8868278527
$20M-$50M,749,63,281,531,812,2283637,24825083245,2439127,26832633894,0.9224137931,0.9362517819,0.9251824977
$50M-$100M,603,40,247,396,643,3649709,43659497433,3867408,46425823783,0.9377916019,0.9437093268,0.94041406
$100M-$200M,521,29,232,318,550,5660333,74504771854,5878514,78241806521,0.9472727273,0.962885008,0.9522373673
$200M-$500M,507,25,239,293,532,11396200,162778952435,11809247,170304373817,0.9530075188,0.9650234261,0.9558119312
$500M-$1B,283,3,148,138,286,13274877,205639148240,13425228,207576520182,0.9895104895,0.9888008606,0.9906667096
> $1B,433,4,255,182,437,100981755,1724333656782,101396926,1732840937930,0.9908466819,0.9959054873,0.9950905585
Totals,4205,428,1797,2836,4633,138435094,2244651349562,140225573,2272699924900,0.9076192532,0.9872314374,0.9876584783
