ACL_13,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
< $200K,19,10,5,24,29,2285,2353259,3638,3588616,0.6551724138,0.6280923584,0.655756704
$200K-$500K,46,14,21,39,60,11269,16167097,13822,20971099,0.7666666667,0.8152944581,0.7709227351
$500K-$1M,52,22,21,53,74,16252,38322536,20719,54410110,0.7027027027,0.7844007915,0.7043274862
$1M-$2M,74,40,30,84,114,25196,106489837,40780,166505335,0.649122807,0.6178518882,0.6395581079
$2M-$5M,190,67,72,185,257,118923,666296134,164724,881570485,0.7392996109,0.7219530852,0.7558058548
$5M-$10M,298,70,108,260,368,304461,2127711134,371974,2652589766,0.8097826087,0.8185007554,0.8021259681
$10M-$20M,396,57,131,322,453,674837,5774654646,768509,6581890515,0.8741721854,0.8781120325,0.8773550142
$20M-$50M,732,67,275,524,799,2193282,24339212810,2369441,26521778884,0.9161451815,0.9256537723,0.9177066484
$50M-$100M,587,44,240,391,631,3506983,42529107576,3752570,45694205999,0.9302694136,0.934554985,0.9307330469
$100M-$200M,516,31,234,313,547,5470053,73689488690,5701096,77690694050,0.9433272395,0.9594739327,0.9484982673
$200M-$500M,510,30,245,295,540,11338698,164802112524,11846680,173934163171,0.9444444444,0.9571203071,0.9474970846
$500M-$1B,271,8,142,137,279,12356658,196459718103,12772073,202055507609,0.9713261649,0.9674747396,0.9723056819
> $1B,442,7,262,187,449,102632746,1773162912651,103589697,1789800880139,0.9844097996,0.9907621025,0.990704012
Totals,4133,467,1786,2814,4600,138651643,2283714546997,141415723,2326058755778,0.8984782609,0.9804542243,0.9817957269
