ACL_9,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
< $50M,64,1940,608,1396,2004,171396,1784562364,3469448,34748805711,0.03193612774,0.04940151863,0.05135607764
$50M-$100M,68,522,229,361,590,400356,5225549239,3375424,42910607698,0.1152542373,0.1186090992,0.1217775632
$100M-$200M,97,442,219,320,539,1021476,14183470826,5480395,76805533519,0.1799628942,0.1863872951,0.1846673042
$200M-$500M,123,407,233,297,530,2659490,39339644563,11172359,169403220629,0.2320754717,0.238041939,0.2322248917
$500M-$1B,71,213,148,136,284,3259478,51383501309,12723191,203444767100,0.25,0.2561840029,0.2525673284
$1B-$2B,76,131,118,89,207,6650156,109233489262,16949832,287195333724,0.3671497585,0.3923434757,0.3803456269
$2B-$5B,79,92,97,74,171,15073398,247423174388,31172847,534678010479,0.4619883041,0.4835425523,0.4627517301
$5B-$10B,35,25,36,24,60,13339840,265706374491,21817053,437015356725,0.5833333333,0.6114409678,0.6080023743
> $10B,16,6,10,12,22,32590394,504022770457,38407607,607454313934,0.7272727273,0.8485400822,0.8297295103
Totals,629,3778,1698,2709,4407,75165984,1238302536899,144568156,2393655949519,0.142727479,0.5199345837,0.5173268686
