NIMBLE_CUNA_ID,Old Name,State,New Name
10024763,Greensboro Municipal FCU,NC,Revity FCU
10030489,Soarian FCU,TX,Soarion FCU
10024904,State Employee's Credit Union,NC,State Employees' Credit Union
