NIMBLE_CUNA_ID,Old Name,State,New Name
10023450,A C M G FCU,NY,Salt City FCU
10014815,Maui FCU,HI,MAUIFED Credit Union
10023545,Bethpage FCU,NY,FourLeaf Federal Credit Union
10019796,St Anne's CU of Fall River,MA,St Anne's Credit Union
