NIMBLE_CUNA_ID,Name,State,Assets,Members,Employees
10013553,Howard University EFCU,DC,10110483,1164,1
10024524,Umico FCU,NY,7531073,833,4
10026992,City Co FCU,PA,21720613,4038,6
10027456,Tri Valley Service FCU,PA,18987404,3721,5
10028708,Universal Coop FCU,PR,25932754,3335,14
10033432,Wyo Central FCU,WY,28285654,3253,11
10032485,Joy EFCU,WV,449564,134,1
10020602,Mason County School ECU,MI,6612557,562,4
10031209,Texas Telcom CU,TX,53703066,3526,8
10022083,Proctor and Gamble St Louis ECU,MO,783565,183,1
,Totals (10 Credit Unions):,,174116733,20749,55
