NIMBLE_CUNA_ID,Name,State,Assets,Members,Employees
10029052,Upstate FCU,SC,148131531,17602,63
10012794,Pueblo Govt Agencies FCU,CO,44019552,2939,12
10029741,New South CU,TN,90279886,6745,20
10029478,IBEW 175 FCU,TN,13515348,1641,4
10011530,Valley Agricultural FCU,CA,4755068,557,1
10024640,Arcade CU,NC,7985151,761,3
10029627,First South Financial CU,TN,834528358,71340,137
10019974,Common Trust FCU,MA,98132586,5788,18
10012388,CommunityAmerica Credit Union,KS,8983073793,591912,1468
10029336,Chattanooga Area Schools FCU,TN,195646803,12339,14
10018465,Graphic Arts CU,LA,965611,173,2
10029658,Pathway CU,TN,6907790,999,3
10013521,Labor FCU,DC,140027707,8679,36
10034225,BCBST ECU,TN,10041314,1558,3
10031249,Las Colinas FCU,TX,95495740,10096,24
10001759,First Unity FCU,MS,11698670,4322,7
10029890,Assumption Beaumont FCU,TX,368,1,0
10021783,Atlas CU,MO,381276,50,2
10021018,T & I CU,MI,92819540,3754,12
10022035,Missouri CU,MO,593076176,36693,81
10021652,JPFCE FCU,MS,405657,152,1
10020661,Bloom CU,MI,194992715,16322,45
10021672,MUNA Federal Credit Union,MS,51023041,7134,17
10036791,Nestle -Freehold- EFCU,NJ,1267077,124,1
10019322,Cabot Boston CU,MA,4851881,647,2
10021489,Cities CU,MN,32306784,2396,6
10011078,LA Financial Credit Union,CA,559080383,22978,79
10018716,TES Regional Healthcare FCU,LA,23516021,1466,6
10032960,LaCrosse Burlington Credit Union,WI,7978245,913,1
10033432,Wyo Central FCU,WY,28285654,3253,11
10020602,Mason County School ECU,MI,6612557,562,4
10014830,Oahu FCU,HI,49653381,3171,6
10016357,Illinois Community CU,IL,116090012,10482,39
10018690,South Louisiana Highway FCU,LA,5845740,548,3
10021750,Mississippi FCU,MS,161627745,23286,52
10032485,Joy EFCU,VA,449564,134,1
10022444,Creighton FCU,NE,66936571,9829,21
10022372,MM EFCU,MT,1283025,268,1
10031497,Tanner ECU,UT,5961691,758,2
10032440,Cabway Telco FCU,WV,5111632,357,0
10021600,Forrest County Teachers FCU,MS,190655,248,3
10015433,Federal Life ECU,IL,761687,73,0
10011960,Sequoia FCU,CA,42866651,1632,5
10021658,Mid Delta FCU,MS,2426346,784,2
10018714,Terminal CU,LA,14715056,722,0
10034895,Memorial Health CU,GA,24377187,2635,7
10034430,Flowers Employees Credit League,GA,26263691,5052,7
10036256,Center Valley FCU,WV,8379924,3000,6
,Totals (48 Credit Unions):,,12814742841,896875,2238
