ACL_9,Affiliated CUs,Non Affiliated CUs,State Chartered,Fed Chartered,Total CUs,Affiliated Memberships,Affiliated Assets,Total Memberships,Total Assets,% CUs Affiliated,% Memberships Affiliated,% Assets Affiliated
< $50M,1808,334,655,1487,2142,3331485,32796298461,3719173,36375976631,0.8440709617,0.8957596218,0.9015922457
$50M-$100M,588,44,245,387,632,3502550,42478958823,3744406,45595163132,0.9303797468,0.9354087137,0.9316549367
$100M-$200M,512,32,230,314,544,5458519,72863809194,5705981,77172061409,0.9411764706,0.9566311209,0.9441734206
$200M-$500M,513,25,242,296,538,11340649,164946869017,11759813,172879608578,0.9535315985,0.9643562359,0.9541140819
$500M-$1B,272,9,145,136,281,12511145,196827894464,13006803,202882470126,0.9679715302,0.9618924035,0.9701572262
$1B-$2B,200,3,115,88,203,16690724,278195502750,16994426,282682280085,0.9852216749,0.982129317,0.9841278437
$2B-$5B,161,5,97,69,166,29140661,498541426354,30180218,515106947283,0.9698795181,0.9655550202,0.9678406183
$5B-$10B,57,0,36,21,57,20686208,409421004453,20686208,409421004453,1,1,1
> $10B,21,0,10,11,21,36261959,572997385026,36261959,572997385026,1,1,1
Totals,4132,452,1775,2809,4584,138923900,2269069148542,142058987,2315112896723,0.9013961606,0.97793109,0.9801116618
