NIMBLE_CUNA_ID,Name,State,Old Manager,New Manager
10033431,WyHy FCU,WY,William Willingham,Matthew Ballou
10023361,Guadalupe CU,NM,Tanya Romero-Sturgeon,Tanya Sturgeon
10022390,Richland FCU,MT,Korey Hagan,Tyson Taylor
10013298,Sound Federal Credit Union Inc,CT,Mary Shepard,Megan Legault
10031831,Midway FCU,VA,Julie Malone,Sabrina Rebrook
10016940,Regional FCU,IN,Jill Banning,Michael Peters
10039785,ESL Federal Credit Union,NY,Faheem Masood,Tom Rogers
10029575,Memphis Municipal EFCU,TN,Delphine Price,Cazell Thomas
10014509,Peach State FCU,GA,R Marshall Boutwell,Robert Boutwell
10017681,Midland CU,IA,Ryan Hass,Randy Hass
10018990,Peake FCU,MD,Ed Sellmayer,Stacie Sloan
10021204,City & County Credit Union,MN,Patrick Pierce,Thomas Coulter
10021277,Federated ECU,MN,Annette Arndt,Katy Busho
10021637,Mississippi National Guard FCU,MS,Haley DiMartino,Haley Dimartino
10021748,Tombigbee FCU,MS,Carolyn Logan,Shayla Carter
10084141,WeDevelopment Federal Credit Union,MO,Shirley Saffold,Ajamu Webster
10060539,Unity of Eatonville FCU,FL,Karen Davis,Jerrold Smith
10002670,Infiniti Co-Operative Credit Union Ltd,,Ornell Bedasse,Camille Campbell Drummond
